formula_norm,source,n,med,lo,hi,sd,range
Ba2YWO6,MP,1,1.7928000000000002,1.7928000000000002,1.7928000000000002,,0.0
Ba2YWO6,OQMD,1,0.345999999999999,0.345999999999999,0.345999999999999,,0.0
Ba2YbCrO6,OQMD,1,0.7610000000000001,0.7610000000000001,0.7610000000000001,,0.0
Ba2YbMoO6,JARVIS,1,2.124,2.124,2.124,,0.0
Ba2YbMoO6,MP,1,2.2435,2.2435,2.2435,,0.0
Ba2YbMoO6,OQMD,8,2.253,2.089,2.2560000000000002,0.05746303159423451,0.16700000000000026
Ba2YbReO6,JARVIS,1,1.947,1.947,1.947,,0.0
Ba2YbTeO6,OQMD,4,3.274,3.207,3.33,0.06636452365533871,0.12300000000000022
Ba2YbWO6,OQMD,6,2.9815,2.9,3.0839999999999996,0.09327539868582697,0.18399999999999972
Ba2ZnCrO6,OQMD,4,0.7685,0.765,0.8969999999999998,0.06485560885536414,0.13199999999999978
Ba2ZnGe2O7,AFLOW,1,3.367,3.367,3.367,,0.0
Ba2ZnGe2O7,JARVIS,1,3.072,3.072,3.072,,0.0
Ba2ZnGe2O7,MP,1,3.1063,3.1063,3.1063,,0.0
Ba2ZnMoO6,JARVIS,1,2.299,2.299,2.299,,0.0
Ba2ZnMoO6,MP,1,2.385199999999999,2.385199999999999,2.385199999999999,,0.0
Ba2ZnMoO6,OQMD,13,2.31,2.078,2.433,0.09865187432427383,0.355
Ba2ZnSO6,OQMD,1,0.25,0.25,0.25,,0.0
Ba2ZnSeO6,OQMD,2,1.6500000000000001,1.112,2.188,0.7608468965567252,1.076
Ba2ZnSi2O7,AFLOW,1,4.2748,4.2748,4.2748,,0.0
Ba2ZnSi2O7,JARVIS,1,4.29,4.29,4.29,,0.0
Ba2ZnSi2O7,MP,1,4.0027,4.0027,4.0027,,0.0
Ba2ZnTeO6,MP,1,0.444399999999999,0.444399999999999,0.444399999999999,,0.0
Ba2ZnTeO6,OQMD,17,0.866000000000001,0.74,2.667,0.5145854485151413,1.9269999999999998
Ba2ZnWO6,AFLOW,3,2.9877,2.9874,2.9885,0.0005686240703078263,0.001100000000000101
Ba2ZnWO6,JARVIS,2,0.456,0.456,0.456,0.0,0.0
Ba2ZnWO6,MP,1,3.3679,3.3679,3.3679,,0.0
Ba2ZnWO6,OQMD,15,3.15,2.728,3.271,0.1309715708883129,0.5429999999999997
Ba2ZrBiO6,OQMD,1,1.585,1.585,1.585,,0.0
Ba2ZrCoO6,OQMD,3,0.826,0.414,0.8359999999999999,0.24080697664311965,0.4219999999999999
Ba2ZrCrO6,OQMD,9,0.617,0.406,1.043,0.20766084796556566,0.6369999999999999
Ba2ZrGeO6,OQMD,10,3.928,3.462,3.96,0.1612712001567545,0.4979999999999998
Ba2ZrMnO6,OQMD,12,1.3375,1.244,1.841,0.17692679533945932,0.597
Ba2ZrNbO6,OQMD,2,0.4014999999999995,0.399999999999999,0.403,0.002121320343560351,0.003000000000001002
Ba2ZrNiO6,OQMD,1,1.032,1.032,1.032,,0.0
Ba2ZrNpO6,OQMD,3,3.001,2.9780000000000006,3.002,0.013576941236277033,0.023999999999999133
Ba2ZrPbO6,OQMD,10,2.432,2.015,3.013,0.26456255298973136,0.9979999999999998
Ba2ZrPdO6,OQMD,10,1.2275,1.022,2.218,0.33894609535375314,1.196
Ba2ZrPtO6,OQMD,10,1.653,1.641,2.644,0.31348664688911043,1.0030000000000001
Ba2ZrReO6,OQMD,1,0.813,0.813,0.813,,0.0
Ba2ZrSbO6,OQMD,1,1.779,1.779,1.779,,0.0
Ba2ZrSeO6,OQMD,3,2.8540000000000005,2.634,2.878,0.13448172118668542,0.24400000000000022
Ba2ZrSiO6,OQMD,1,3.78,3.78,3.78,,0.0
Ba2ZrSnO6,JARVIS,1,3.858,3.858,3.858,,0.0
Ba2ZrSnO6,MP,1,3.6894,3.6894,3.6894,,0.0
Ba2ZrSnO6,OQMD,10,4.179,3.037,4.311,0.38154785632560784,1.274
Ba2ZrTaO6,OQMD,1,0.401,0.401,0.401,,0.0
Ba2ZrTcO6,OQMD,4,0.4115,0.409999999999999,1.015,0.3020011037507425,0.6050000000000009
Ba2ZrTeO6,OQMD,10,2.2195,2.182,3.171,0.29850620689619756,0.9889999999999999
Ba2ZrTiO6,MP,1,2.2161,2.2161,2.2161,,0.0
Ba2ZrTiO6,OQMD,13,2.4320000000000004,2.233,2.59,0.07479956122180367,0.35699999999999976
Ba2ZrVO6,OQMD,7,1.018,1.016,1.802,0.3078535520727502,0.786
Ba3(IrO4)2,OQMD,1,0.6199999999999997,0.6199999999999997,0.6199999999999997,,0.0
Ba3(ReO4)2,OQMD,1,0.49900000000000055,0.49900000000000055,0.49900000000000055,,0.0
Ba3(SbO4)2,OQMD,1,3.0,3.0,3.0,,0.0
Ba3Al2(SiO4)3,AFLOW,1,3.2937,3.2937,3.2937,,0.0
Ba3Al2(SiO4)3,JARVIS,1,3.495,3.495,3.495,,0.0
Ba3Al2(SiO4)3,MP,1,3.4204,3.4204,3.4204,,0.0
Ba3BeNb2O9,OQMD,1,2.6470000000000002,2.6470000000000002,2.6470000000000002,,0.0
Ba3BeSb2O9,OQMD,1,0.375,0.375,0.375,,0.0
Ba3BeV2O9,OQMD,1,1.5069999999999997,1.5069999999999997,1.5069999999999997,,0.0
Ba3Bi2RuO9,MP,1,0.44660000000000005,0.44660000000000005,0.44660000000000005,,0.0
Ba3Bi2TeO9,AFLOW,1,2.1264,2.1264,2.1264,,0.0
Ba3Bi2TeO9,JARVIS,1,2.169,2.169,2.169,,0.0
Ba3Bi2TeO9,MP,1,2.1188,2.1188,2.1188,,0.0
Ba3BiIr2O9,AFLOW,1,0.4296,0.4296,0.4296,,0.0
Ba3BiRu2O9,AFLOW,1,0.8786,0.8786,0.8786,,0.0
Ba3CaAl2V2O12,OQMD,2,1.4685000000000001,1.4680000000000004,1.4689999999999999,0.0007071067811861557,0.0009999999999994458
Ba3CaCr3MoO12,OQMD,1,0.4790000000000001,0.4790000000000001,0.4790000000000001,,0.0
Ba3CaMn(FeO4)3,OQMD,1,1.2650000000000001,1.2650000000000001,1.2650000000000001,,0.0
Ba3CaMn3FeO12,OQMD,1,0.248,0.248,0.248,,0.0
Ba3CaMo(WO4)3,OQMD,1,0.33199999999999985,0.33199999999999985,0.33199999999999985,,0.0
Ba3CaNb2O9,JARVIS,1,2.703,2.703,2.703,,0.0
Ba3CaNb2O9,MP,1,2.646,2.646,2.646,,0.0
Ba3CaNb2O9,OQMD,2,2.8354999999999997,2.8339999999999996,2.837,0.00212132034355988,0.0030000000000005578
Ba3CaRu2O9,AFLOW,4,0.9800500000000001,0.8604,0.9897,0.06160381481694133,0.12929999999999997
Ba3CaSb2O9,AFLOW,1,3.1721,3.1721,3.1721,,0.0
Ba3CaSb2O9,MP,1,3.1711,3.1711,3.1711,,0.0
Ba3CaSb2O9,OQMD,1,1.241,1.241,1.241,,0.0
Ba3CaTa2O9,JARVIS,1,3.268,3.268,3.268,,0.0
Ba3CaTa2O9,MP,1,3.1979,3.1979,3.1979,,0.0
Ba3CaTa2O9,OQMD,1,3.5129999999999995,3.5129999999999995,3.5129999999999995,,0.0
Ba3CaTi2Mn2O12,OQMD,2,0.946,0.8839999999999999,1.008,0.08768124086713197,0.12400000000000011
Ba3CaTi3CoO12,OQMD,1,0.7180000000000002,0.7180000000000002,0.7180000000000002,,0.0
Ba3CaTi3CrO12,OQMD,1,0.24299999999999988,0.24299999999999988,0.24299999999999988,,0.0
Ba3CaTi3MnO12,OQMD,1,0.734,0.734,0.734,,0.0
Ba3CaTi3MoO12,OQMD,1,0.30600000000000005,0.30600000000000005,0.30600000000000005,,0.0
Ba3CaTi4O12,OQMD,1,1.8280000000000003,1.8280000000000003,1.8280000000000003,,0.0
Ba3CaTiCr3O12,OQMD,1,0.2490000000000001,0.2490000000000001,0.2490000000000001,,0.0
Ba3CaTiMn3O12,OQMD,1,0.38000000000000034,0.38000000000000034,0.38000000000000034,,0.0
Ba3CaV2(FeO6)2,OQMD,2,1.0715000000000001,1.0100000000000002,1.133,0.08697413408594519,0.12299999999999978
Ba3CaV2Cr2O12,OQMD,2,1.3875000000000002,1.3860000000000001,1.3890000000000002,0.002121320343559723,0.0030000000000001137
Ba3CaV3FeO12,OQMD,1,0.5069999999999997,0.5069999999999997,0.5069999999999997,,0.0
Ba3CaVCr3O12,OQMD,1,0.3810000000000002,0.3810000000000002,0.3810000000000002,,0.0
Ba3CaZr(WO4)3,OQMD,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,,0.0
Ba3CaZr2Mn2O12,OQMD,2,1.5665,1.4610000000000003,1.6719999999999997,0.1491995308303611,0.2109999999999994
Ba3CaZr2Ti2O12,OQMD,2,2.5214999999999996,2.4219999999999997,2.621,0.14071424945612301,0.1990000000000003
Ba3CaZr3MnO12,OQMD,1,0.8130000000000002,0.8130000000000002,0.8130000000000002,,0.0
Ba3CaZr3TiO12,OQMD,1,1.6790000000000003,1.6790000000000003,1.6790000000000003,,0.0
Ba3CaZr3VO12,OQMD,1,1.222,1.222,1.222,,0.0
Ba3CaZr4O12,OQMD,1,3.4119999999999995,3.4119999999999995,3.4119999999999995,,0.0
Ba3CdSb2O9,OQMD,2,0.37200000000000033,0.37200000000000033,0.37200000000000033,0.0,0.0
Ba3Co2(NO2)12,MP,1,2.1658,2.1658,2.1658,,0.0
Ba3CoRu2O9,AFLOW,2,0.7351000000000001,0.6811,0.7891,0.07636753236814717,0.10799999999999998
Ba3CoSb2O9,AFLOW,2,2.33135,2.3306,2.3321,0.0010606601717798615,0.0015000000000000568
Ba3CoSb2O9,OQMD,1,0.24800000000000022,0.24800000000000022,0.24800000000000022,,0.0
Ba3Cr2MoO9,AFLOW,1,1.1223,1.1223,1.1223,,0.0
Ba3Cr2WO9,AFLOW,1,1.7512,1.7512,1.7512,,0.0
Ba3CuRu2O9,AFLOW,3,0.6304,0.5352,0.6354,0.05646249492657347,0.10019999999999996
Ba3Dy2MoO9,MP,1,1.3959000000000001,1.3959000000000001,1.3959000000000001,,0.0
Ba3Dy2WO9,MP,1,2.2084,2.2084,2.2084,,0.0
Ba3DyRu2O9,AFLOW,1,0.5992,0.5992,0.5992,,0.0
Ba3Er2MoO9,MP,1,2.063,2.063,2.063,,0.0
Ba3ErRu2O9,AFLOW,1,0.5727,0.5727,0.5727,,0.0
Ba3Fe10SnO20,MP,1,1.7977999999999992,1.7977999999999992,1.7977999999999992,,0.0
Ba3Fe2(Ge2O7)2,MP,1,0.39679999999999904,0.39679999999999904,0.39679999999999904,,0.0
Ba3Fe2TeO9,MP,1,1.701299999999999,1.701299999999999,1.701299999999999,,0.0
Ba3Fe2WO9,MP,1,1.515899999999999,1.515899999999999,1.515899999999999,,0.0
Ba3FeGe5O14,MP,1,1.597,1.597,1.597,,0.0
Ba3Ga2(Ge2O7)2,AFLOW,1,2.2336,2.2336,2.2336,,0.0
Ba3Ga2(Ge2O7)2,JARVIS,1,2.353,2.353,2.353,,0.0
Ba3Ga2(Ge2O7)2,MP,1,2.258999999999999,2.258999999999999,2.258999999999999,,0.0
Ba3Ge2(B3O8)2,AFLOW,1,4.0772,4.0772,4.0772,,0.0
Ba3Ge2(B3O8)2,JARVIS,2,4.1955,4.15,4.241,0.06434671708797533,0.0909999999999993
Ba3Ge2(B3O8)2,MP,1,4.1759,4.1759,4.1759,,0.0
Ba3Ho2MoO9,JARVIS,1,2.021,2.021,2.021,,0.0
Ba3Ho2MoO9,MP,1,2.1402,2.1402,2.1402,,0.0
Ba3In2MoO9,JARVIS,1,1.691,1.691,1.691,,0.0
Ba3In2MoO9,MP,1,1.8273000000000001,1.8273000000000001,1.8273000000000001,,0.0
Ba3In2WO9,MP,2,2.6808999999999994,2.6734,2.688399999999999,0.010606601717797358,0.014999999999998792
Ba3InRu2O9,AFLOW,3,0.7289,0.7289,0.7306,0.000981495457622392,0.0017000000000000348
Ba3LaCr(FeO4)3,OQMD,1,0.27600000000000025,0.27600000000000025,0.27600000000000025,,0.0
Ba3LaMn3MoO12,OQMD,1,0.6480000000000001,0.6480000000000001,0.6480000000000001,,0.0
Ba3LaRu2O9,AFLOW,1,0.6619,0.6619,0.6619,,0.0
Ba3LaTiV3O12,OQMD,1,0.2699999999999996,0.2699999999999996,0.2699999999999996,,0.0
Ba3LaV3CrO12,OQMD,1,0.9470000000000001,0.9470000000000001,0.9470000000000001,,0.0
Ba3LaZr3AlO12,OQMD,1,0.5980000000000001,0.5980000000000001,0.5980000000000001,,0.0
Ba3LaZrTi3O12,OQMD,1,0.5759999999999996,0.5759999999999996,0.5759999999999996,,0.0
Ba3Lu2MoO9,JARVIS,1,1.767,1.767,1.767,,0.0
Ba3Lu2MoO9,MP,1,1.898299999999999,1.898299999999999,1.898299999999999,,0.0
Ba3MgAl2V2O12,OQMD,2,1.527,1.5259999999999998,1.528,0.0014142135623732533,0.002000000000000224
Ba3MgAlV3O12,OQMD,1,0.3879999999999999,0.3879999999999999,0.3879999999999999,,0.0
Ba3MgMn3CoO12,OQMD,1,0.246,0.246,0.246,,0.0
Ba3MgNb2O9,AFLOW,4,2.9072,2.9064,2.9085,0.0010874281585463237,0.0020999999999999908
Ba3MgNb2O9,JARVIS,1,2.712,2.712,2.712,,0.0
Ba3MgNb2O9,MP,1,2.647999999999999,2.647999999999999,2.647999999999999,,0.0
Ba3MgNb2O9,OQMD,1,2.774,2.774,2.774,,0.0
Ba3MgRu2O9,AFLOW,2,0.8761,0.8752,0.877,0.0012727922061358025,0.0018000000000000238
Ba3MgSb2O9,AFLOW,1,2.6497,2.6497,2.6497,,0.0
Ba3MgSb2O9,JARVIS,1,2.688,2.688,2.688,,0.0
Ba3MgSb2O9,MP,1,2.6494,2.6494,2.6494,,0.0
Ba3MgSb2O9,OQMD,2,0.8714999999999997,0.8709999999999996,0.8719999999999999,0.0007071067811867837,0.001000000000000334
Ba3MgTa2O9,AFLOW,3,3.3957,3.39,3.4021,0.006053373714990066,0.012099999999999778
Ba3MgTa2O9,JARVIS,1,3.353,3.353,3.353,,0.0
Ba3MgTa2O9,MP,1,3.2733,3.2733,3.2733,,0.0
Ba3MgTa2O9,OQMD,1,3.445,3.445,3.445,,0.0
Ba3MgTi(MoO4)3,OQMD,1,0.31099999999999994,0.31099999999999994,0.31099999999999994,,0.0
Ba3MgTi(WO4)3,OQMD,1,0.33499999999999996,0.33499999999999996,0.33499999999999996,,0.0
Ba3MgTi2Mn2O12,OQMD,2,1.006,1.0059999999999998,1.0060000000000002,3.1401849173675503e-16,4.440892098500626e-16
Ba3MgTi3CoO12,OQMD,1,0.8760000000000001,0.8760000000000001,0.8760000000000001,,0.0
Ba3MgTi3CrO12,OQMD,1,0.7560000000000002,0.7560000000000002,0.7560000000000002,,0.0
Ba3MgTi4O12,OQMD,1,1.8649999999999998,1.8649999999999998,1.8649999999999998,,0.0
Ba3MgTiMn3O12,OQMD,1,0.37600000000000033,0.37600000000000033,0.37600000000000033,,0.0
Ba3MgTiV3O12,OQMD,1,0.9059999999999997,0.9059999999999997,0.9059999999999997,,0.0
Ba3MgV2(FeO6)2,OQMD,2,1.0715000000000001,1.0050000000000003,1.138,0.09404520189781052,0.13299999999999956
Ba3MgV2Cr2O12,OQMD,2,1.2609999999999997,1.2579999999999996,1.2639999999999998,0.004242640687119446,0.006000000000000227
Ba3MgV2O9,OQMD,1,1.5339999999999998,1.5339999999999998,1.5339999999999998,,0.0
Ba3MgZr2Mn2O12,OQMD,2,1.5475,1.444,1.6510000000000002,0.14637110370561554,0.2070000000000003
Ba3MgZr2Ti2O12,OQMD,2,2.4545,2.4539999999999997,2.455,0.0007071067811867837,0.001000000000000334
Ba3MgZr3CrO12,OQMD,1,0.6259999999999999,0.6259999999999999,0.6259999999999999,,0.0
Ba3MgZr3MnO12,OQMD,1,0.6300000000000003,0.6300000000000003,0.6300000000000003,,0.0
Ba3MgZr4O12,OQMD,1,2.855,2.855,2.855,,0.0
Ba3MgZrMn3O12,OQMD,1,0.6280000000000001,0.6280000000000001,0.6280000000000001,,0.0
Ba3Mn2O8,OQMD,1,1.644,1.644,1.644,,0.0
Ba3Mn2RuO9,MP,1,0.198499999999999,0.198499999999999,0.198499999999999,,0.0
Ba3Mn4PtO12,MP,1,0.06820000000000001,0.06820000000000001,0.06820000000000001,,0.0
Ba3MnBr2O9,OQMD,1,0.6239999999999997,0.6239999999999997,0.6239999999999997,,0.0
Ba3MnNb2O9,JARVIS,1,0.279,0.279,0.279,,0.0
Ba3MnNb2O9,MP,1,1.7737999999999992,1.7737999999999992,1.7737999999999992,,0.0
Ba3MnNb2O9,OQMD,1,1.606,1.606,1.606,,0.0
Ba3MnSb2O9,AFLOW,1,1.7797,1.7797,1.7797,,0.0
Ba3MnSb2O9,MP,1,1.5103,1.5103,1.5103,,0.0
Ba3MnV2O9,OQMD,1,1.279,1.279,1.279,,0.0
Ba3MoO6,OQMD,12,2.2115,2.08,2.386,0.06637513910274762,0.30600000000000005
Ba3Nb2CdO9,MP,1,2.8138,2.8138,2.8138,,0.0
Ba3Nb2CdO9,OQMD,5,3.005,3.0020000000000002,3.01,0.003114482300479396,0.007999999999999563
Ba3Nb2CoO9,AFLOW,1,2.5805,2.5805,2.5805,,0.0
Ba3Nb2CoO9,MP,1,1.6878000000000002,1.6878000000000002,1.6878000000000002,,0.0
Ba3Nb2CoO9,OQMD,2,1.3074999999999997,1.019,1.5959999999999996,0.4080006127446378,0.5769999999999997
Ba3Nb2CuO9,OQMD,1,1.4660000000000002,1.4660000000000002,1.4660000000000002,,0.0
Ba3Nb2GeO9,OQMD,1,1.0110000000000001,1.0110000000000001,1.0110000000000001,,0.0
Ba3Nb2HgO9,OQMD,2,2.6555,2.5989999999999998,2.712,0.07990306627408017,0.11300000000000043
Ba3Nb2NiO9,MP,1,2.680799999999999,2.680799999999999,2.680799999999999,,0.0
Ba3Nb2NiO9,OQMD,2,2.918,2.9059999999999997,2.93,0.016970562748477625,0.024000000000000465
Ba3Nb2O7,OQMD,2,1.3270000000000002,1.2570000000000006,1.3969999999999998,0.09899494936611612,0.13999999999999924
Ba3Nb2O8,OQMD,1,4.821,4.821,4.821,,0.0
Ba3Nb2PbO9,OQMD,1,1.8650000000000002,1.8650000000000002,1.8650000000000002,,0.0
Ba3Nb2PdO9,OQMD,2,0.5775000000000001,0.5770000000000004,0.5779999999999998,0.0007071067811861557,0.0009999999999994458
Ba3Nb2VO9,OQMD,1,0.5809999999999995,0.5809999999999995,0.5809999999999995,,0.0
Ba3Nb2ZnO9,AFLOW,1,2.9503,2.9503,2.9503,,0.0
Ba3Nb2ZnO9,JARVIS,1,2.81,2.81,2.81,,0.0
Ba3Nb2ZnO9,MP,1,2.7287,2.7287,2.7287,,0.0
Ba3Nb2ZnO9,OQMD,1,2.922,2.922,2.922,,0.0
Ba3NiRu2O9,AFLOW,3,1.0036,1.0,1.0053,0.002706165799306044,0.005300000000000082
Ba3NiRu2O9,JARVIS,1,0.169,0.169,0.169,,0.0
Ba3NiSb2O9,AFLOW,2,0.7484500000000001,0.7224,0.7745,0.03684026329981911,0.052099999999999924
Ba3NiSb2O9,OQMD,1,0.629,0.629,0.629,,0.0
Ba3Sm2WO9,MP,1,1.895299999999999,1.895299999999999,1.895299999999999,,0.0
Ba3SmAl3WO12,OQMD,1,0.34499999999999975,0.34499999999999975,0.34499999999999975,,0.0
Ba3SmMn(FeO4)3,OQMD,1,0.5260000000000002,0.5260000000000002,0.5260000000000002,,0.0
Ba3SmMnAl3O12,OQMD,1,0.512,0.512,0.512,,0.0
Ba3SmTi3AlO12,OQMD,1,1.3340000000000003,1.3340000000000003,1.3340000000000003,,0.0
Ba3SmTi3MnO12,OQMD,1,0.6920000000000002,0.6920000000000002,0.6920000000000002,,0.0
Ba3SmTi3MoO12,OQMD,1,0.32899999999999974,0.32899999999999974,0.32899999999999974,,0.0
Ba3SmV3FeO12,OQMD,1,0.6710000000000003,0.6710000000000003,0.6710000000000003,,0.0
Ba3SmZr3CoO12,OQMD,1,0.41800000000000015,0.41800000000000015,0.41800000000000015,,0.0
Ba3SmZr3CrO12,OQMD,1,0.41800000000000015,0.41800000000000015,0.41800000000000015,,0.0
Ba3SmZr3FeO12,OQMD,1,0.8320000000000003,0.8320000000000003,0.8320000000000003,,0.0
Ba3SmZr3MnO12,OQMD,1,0.8339999999999999,0.8339999999999999,0.8339999999999999,,0.0
Ba3Sn2O7,OQMD,2,2.021,1.9139999999999997,2.128,0.15132085117392147,0.2140000000000004
Ba3Sr(CoO3)4,MP,1,1.062199999999999,1.062199999999999,1.062199999999999,,0.0
Ba3Sr(SnO3)4,JARVIS,1,0.594,0.594,0.594,,0.0
Ba3Sr(SnO3)4,MP,1,0.5104999999999991,0.5104999999999991,0.5104999999999991,,0.0
Ba3Sr5Ti8O24,MP,1,1.7531999999999992,1.7531999999999992,1.7531999999999992,,0.0
Ba3SrAl2V2O12,OQMD,2,1.5634999999999997,1.5629999999999997,1.5639999999999996,0.0007071067811864697,0.0009999999999998899
Ba3SrFe2(MoO6)2,OQMD,2,0.3309999999999995,0.3309999999999995,0.3309999999999995,0.0,0.0
Ba3SrIr2O9,AFLOW,1,0.1945,0.1945,0.1945,,0.0
Ba3SrMn(FeO4)3,OQMD,1,0.43900000000000006,0.43900000000000006,0.43900000000000006,,0.0
Ba3SrMn3FeO12,OQMD,1,0.7450000000000001,0.7450000000000001,0.7450000000000001,,0.0
Ba3SrNb2O9,AFLOW,3,3.4819,3.0267,3.688,0.3383789640821861,0.6613000000000002
Ba3SrNb2O9,JARVIS,2,3.0220000000000002,2.801,3.243,0.31254119728445395,0.4419999999999997
Ba3SrNb2O9,MP,3,3.0998,2.8291,3.2445,0.21086083088141316,0.4154
Ba3SrRu2O9,AFLOW,2,1.22845,1.2278,1.2291,0.0009192388155425676,0.0013000000000000789
Ba3SrSb2O9,AFLOW,1,3.1322,3.1322,3.1322,,0.0
Ba3SrSb2O9,MP,1,3.1456,3.1456,3.1456,,0.0
Ba3SrSb2O9,OQMD,1,1.4289999999999998,1.4289999999999998,1.4289999999999998,,0.0
Ba3SrTa2O9,AFLOW,3,3.9238,3.4493,4.1457,0.3557533836803241,0.6963999999999997
Ba3SrTa2O9,JARVIS,3,3.838,3.405,4.046,0.3270152901624022,0.6410000000000005
Ba3SrTa2O9,MP,3,3.8005,3.3696,4.0225,0.33197319670921216,0.6528999999999998
Ba3SrTa2O9,OQMD,1,3.53,3.53,3.53,,0.0
Ba3SrTi2Mn2O12,OQMD,2,0.8519999999999999,0.774,0.9299999999999997,0.1103086578651012,0.1559999999999997
Ba3SrTi3WO12,OQMD,1,0.3360000000000003,0.3360000000000003,0.3360000000000003,,0.0
Ba3SrTi4O12,OQMD,1,1.7950000000000004,1.7950000000000004,1.7950000000000004,,0.0
Ba3SrTiV3O12,OQMD,1,1.1639999999999997,1.1639999999999997,1.1639999999999997,,0.0
Ba3SrV2(FeO6)2,OQMD,2,1.0845000000000002,1.0840000000000005,1.085,0.0007071067811861557,0.0009999999999994458
Ba3SrV2Cr2O12,OQMD,2,1.3955,1.3949999999999996,1.3960000000000004,0.0007071067811870977,0.001000000000000778
Ba3SrV3CrO12,OQMD,1,0.45100000000000007,0.45100000000000007,0.45100000000000007,,0.0
Ba3SrZr2Mn2O12,OQMD,2,1.4589999999999999,1.4589999999999996,1.459,3.1401849173675503e-16,4.440892098500626e-16
Ba3SrZr2Ti2O12,OQMD,2,2.4334999999999996,2.433,2.4339999999999997,0.0007071067811863127,0.0009999999999998899
Ba3SrZr3CoO12,OQMD,1,1.0140000000000002,1.0140000000000002,1.0140000000000002,,0.0
Ba3SrZr3CrO12,OQMD,1,0.41000000000000014,0.41000000000000014,0.41000000000000014,,0.0
Ba3SrZr3TiO12,OQMD,1,0.61,0.61,0.61,,0.0
Ba3SrZr4O12,OQMD,1,3.2899999999999996,3.2899999999999996,3.2899999999999996,,0.0
Ba3SrZrMn3O12,OQMD,1,0.41500000000000004,0.41500000000000004,0.41500000000000004,,0.0
Ba3Ta2CdO9,AFLOW,1,3.6033,3.6033,3.6033,,0.0
Ba3Ta2CdO9,JARVIS,1,3.585,3.585,3.585,,0.0
Ba3Ta2CdO9,MP,1,3.4856,3.4856,3.4856,,0.0
Ba3Ta2CdO9,OQMD,2,3.701,3.6910000000000003,3.711,0.014142135623730649,0.019999999999999574
Ba3Ta2CoO9,MP,1,2.229399999999999,2.229399999999999,2.229399999999999,,0.0
Ba3Ta2CoO9,OQMD,1,2.038,2.038,2.038,,0.0
Ba3Ta2GeO9,OQMD,1,1.7039999999999997,1.7039999999999997,1.7039999999999997,,0.0
Ba3Ta2HgO9,OQMD,2,3.2995,3.2270000000000003,3.3720000000000003,0.10253048327204956,0.14500000000000002
Ba3Ta2MnO9,MP,1,2.3396,2.3396,2.3396,,0.0
Ba3Ta2MnO9,OQMD,3,2.326,2.188,2.3260000000000005,0.0796743371481683,0.13800000000000034
Ba3Ta2NiO9,AFLOW,1,3.4985,3.4985,3.4985,,0.0
Ba3Ta2NiO9,JARVIS,1,1.283,1.283,1.283,,0.0
Ba3Ta2NiO9,MP,1,3.3673,3.3673,3.3673,,0.0
Ba3Ta2NiO9,OQMD,1,3.52,3.52,3.52,,0.0
Ba3Ta2O8,OQMD,1,4.658,4.658,4.658,,0.0
Ba3Ta2PbO9,OQMD,1,2.4530000000000003,2.4530000000000003,2.4530000000000003,,0.0
Ba3Ta2PdO9,OQMD,2,0.9319999999999999,0.9300000000000002,0.9339999999999997,0.0028284271247458787,0.0039999999999995595
Ba3Ta2SnO9,OQMD,1,1.2350000000000003,1.2350000000000003,1.2350000000000003,,0.0
Ba3Ta2VO9,OQMD,1,1.258,1.258,1.258,,0.0
Ba3Ta2ZnO9,MP,1,3.348799999999999,3.348799999999999,3.348799999999999,,0.0
Ba3Ta2ZnO9,OQMD,1,3.596,3.596,3.596,,0.0
Ba3Tb2WO9,MP,1,2.3808,2.3808,2.3808,,0.0
Ba3TbRu2O9,AFLOW,5,0.6013,0.6008,0.6056,0.0024923884127479395,0.0048000000000000265
Ba3TeO6,OQMD,11,3.387,3.264,3.7960000000000003,0.18700072921588495,0.5320000000000005
Ba3Ti2O7,OQMD,1,1.802,1.802,1.802,,0.0
Ba3Ti3(BO6)2,AFLOW,1,2.5512,2.5512,2.5512,,0.0
Ba3Ti3(BO6)2,JARVIS,1,2.172,2.172,2.172,,0.0
Ba3Ti3(BO6)2,MP,1,2.1313,2.1313,2.1313,,0.0
Ba3TiAl10O20,MP,1,3.2524,3.2524,3.2524,,0.0
Ba3UFe2O9,MP,1,1.0145,1.0145,1.0145,,0.0
Ba3UIn2O9,JARVIS,1,1.473,1.473,1.473,,0.0
Ba3UIn2O9,MP,2,1.4756999999999996,1.395199999999999,1.5562,0.1138441917710348,0.16100000000000092
Ba3V2CdO9,OQMD,1,1.7369999999999997,1.7369999999999997,1.7369999999999997,,0.0
Ba3V2NiO9,OQMD,1,1.662,1.662,1.662,,0.0
Ba3V2O7,OQMD,1,1.3459999999999996,1.3459999999999996,1.3459999999999996,,0.0
Ba3V2O8,OQMD,4,3.9365,3.876,4.003,0.05214722747503794,0.12700000000000022
Ba3V2ZnO9,OQMD,1,1.6589999999999998,1.6589999999999998,1.6589999999999998,,0.0
Ba3WO6,OQMD,12,2.874,2.679,3.0460000000000003,0.10114027912066531,0.36700000000000044
Ba3Y2MoO9,MP,1,1.569,1.569,1.569,,0.0
Ba3Y2WO9,MP,1,2.3881,2.3881,2.3881,,0.0
Ba3YIr2O9,AFLOW,1,0.1664,0.1664,0.1664,,0.0
Ba3YRu2O9,AFLOW,1,0.5997,0.5997,0.5997,,0.0
