formula_norm,source,n,med,lo,hi,sd,range
Sr2VSO6,OQMD,3,0.7720000000000002,0.45399999999999974,1.2330000000000005,0.39168141816192104,0.7790000000000008
Sr2VSbO6,OQMD,7,1.378,1.054,1.765,0.2354872355250664,0.7109999999999999
Sr2VSeO6,OQMD,2,0.9215000000000002,0.762,1.0810000000000004,0.22556706319850894,0.3190000000000004
Sr2VSiO6,OQMD,5,1.075,0.613,1.208,0.24502183576163156,0.595
Sr2VSnO6,OQMD,7,1.486,1.202,1.529,0.12006783796789926,0.32699999999999996
Sr2VTcO6,OQMD,1,0.518,0.518,0.518,,0.0
Sr2VTeO6,OQMD,5,0.7720000000000002,0.454,0.7770000000000001,0.14318449636744893,0.3230000000000001
Sr2VWO6,MP,1,0.8022,0.8022,0.8022,,0.0
Sr2VWO6,OQMD,11,0.513,0.342,1.204,0.2571747902249999,0.8619999999999999
Sr2WBrO6,OQMD,2,1.9449999999999998,1.369,2.521,0.8145870119269027,1.152
Sr2WCO6,OQMD,4,1.7325000000000004,1.5670000000000006,1.734,0.08300401596710032,0.16699999999999937
Sr2WSO6,OQMD,1,0.8420000000000001,0.8420000000000001,0.8420000000000001,,0.0
Sr2WSeO6,OQMD,1,2.237,2.237,2.237,,0.0
Sr2YAsO6,OQMD,9,3.874,3.115,4.06,0.3331148450609788,0.9449999999999994
Sr2YBiO6,MP,2,1.9994499999999995,1.972399999999999,2.0265,0.038254476862192875,0.054100000000000925
Sr2YBiO6,OQMD,12,2.3979999999999997,2.063,2.7880000000000003,0.2504532104127648,0.7250000000000001
Sr2YBrO6,OQMD,10,2.6210000000000004,2.424,2.796,0.1451491569998867,0.3719999999999999
Sr2YCrO6,OQMD,6,0.694,0.525,0.873,0.12819269349953866,0.348
Sr2YMoO6,OQMD,1,0.344,0.344,0.344,,0.0
Sr2YNbO6,MP,3,3.0999,2.8887,3.2249,0.16993179023753413,0.33619999999999983
Sr2YNbO6,OQMD,13,3.336,2.742,3.708,0.24088123470035855,0.9660000000000002
Sr2YOsO6,MP,1,0.17300000000000001,0.17300000000000001,0.17300000000000001,,0.0
Sr2YOsO6,OQMD,6,0.4059999999999999,0.402,0.806,0.16364595931461312,0.404
Sr2YPO6,OQMD,2,4.7915,4.769,4.814,0.03181980515339459,0.04499999999999993
Sr2YRuO6,AFLOW,1,1.1872,1.1872,1.1872,,0.0
Sr2YRuO6,JARVIS,1,0.161,0.161,0.161,,0.0
Sr2YRuO6,OQMD,10,0.35400000000000004,0.34899999999999975,0.71,0.11263633714057131,0.3610000000000002
Sr2YSbO6,AFLOW,2,3.5141999999999998,3.5114,3.517,0.003959797974644387,0.005599999999999827
Sr2YSbO6,JARVIS,1,3.96,3.96,3.96,,0.0
Sr2YSbO6,MP,2,3.609749999999999,3.512199999999999,3.707299999999999,0.13795653300949545,0.19510000000000005
Sr2YSbO6,OQMD,14,4.026,3.256,4.271,0.2700887623734827,1.0150000000000001
Sr2YTaO6,AFLOW,1,3.9588,3.9588,3.9588,,0.0
Sr2YTaO6,JARVIS,1,3.889,3.889,3.889,,0.0
Sr2YTaO6,MP,2,3.8374499999999996,3.825799999999999,3.8491,0.0164755880016471,0.023300000000000765
Sr2YTaO6,OQMD,13,4.049,3.267,4.245,0.29535003136218047,0.9780000000000002
Sr2YVO6,MP,1,1.6134,1.6134,1.6134,,0.0
Sr2YVO6,OQMD,10,1.9220000000000002,1.726,2.267,0.14339161605740955,0.5409999999999999
Sr2YWO6,OQMD,1,0.517,0.517,0.517,,0.0
Sr2YbCrO6,OQMD,3,0.9200000000000002,0.6150000000000002,0.9260000000000002,0.1778491870471533,0.31099999999999994
Sr2YbMoO6,OQMD,7,2.2930000000000006,1.7740000000000005,2.4379999999999997,0.2293568647949551,0.6639999999999993
Sr2YbSbO6,OQMD,2,4.374,4.302,4.446,0.10182337649086293,0.14400000000000013
Sr2YbTeO6,OQMD,4,3.6305,3.562,3.702,0.057488404627947846,0.14000000000000012
Sr2YbWO6,OQMD,4,3.1094999999999997,2.8990000000000005,3.2889999999999997,0.1600361938229387,0.38999999999999924
Sr2ZnCrO6,OQMD,2,0.9160000000000001,0.904,0.9280000000000004,0.01697056274847743,0.024000000000000354
Sr2ZnGe2O7,AFLOW,2,3.34025,3.3392,3.3413,0.0014849242404915862,0.0020999999999999908
Sr2ZnGe2O7,MP,1,3.1157999999999992,3.1157999999999992,3.1157999999999992,,0.0
Sr2ZnMoO6,AFLOW,3,2.2975,2.1638,2.2997,0.07783458956873426,0.1358999999999999
Sr2ZnMoO6,JARVIS,3,2.28,2.101,2.28,0.10334569818494273,0.17899999999999983
Sr2ZnMoO6,MP,2,2.37345,2.3108,2.4361,0.08860047968267454,0.1253000000000002
Sr2ZnMoO6,OQMD,9,2.1510000000000002,1.3249999999999997,2.338,0.3138316073593892,1.0130000000000003
Sr2ZnSO6,OQMD,3,0.9130000000000003,0.7610000000000001,2.547,0.9901898807804491,1.786
Sr2ZnSeO6,OQMD,2,1.3539999999999999,0.911,1.7969999999999997,0.6264966081312809,0.8859999999999997
Sr2ZnSi2O7,AFLOW,1,4.2792,4.2792,4.2792,,0.0
Sr2ZnSi2O7,MP,1,3.8987,3.8987,3.8987,,0.0
Sr2ZnTeO6,OQMD,6,1.814,1.5150000000000001,1.967,0.16151986461939188,0.45199999999999996
Sr2ZnWO6,AFLOW,2,3.0195499999999997,3.0189,3.0202,0.0009192388155427246,0.0013000000000000789
Sr2ZnWO6,JARVIS,1,0.39,0.39,0.39,,0.0
Sr2ZnWO6,MP,4,3.5236999999999994,3.4104,3.5827,0.07241580743640612,0.1722999999999999
Sr2ZnWO6,OQMD,9,3.1719999999999997,2.0969999999999995,3.195,0.34989538118954633,1.0980000000000003
Sr2ZrBiO6,OQMD,1,1.59,1.59,1.59,,0.0
Sr2ZrCoO6,OQMD,5,0.829,0.615,1.216,0.24550010183297274,0.601
Sr2ZrCrO6,OQMD,6,0.6205,0.617,2.497,0.7549028193527075,1.88
Sr2ZrGeO6,MP,1,4.057499999999999,4.057499999999999,4.057499999999999,,0.0
Sr2ZrGeO6,OQMD,10,4.334,3.892,4.548,0.18743223960792976,0.6560000000000001
Sr2ZrMnO6,AFLOW,1,1.3849,1.3849,1.3849,,0.0
Sr2ZrMnO6,JARVIS,1,1.289,1.289,1.289,,0.0
Sr2ZrMnO6,MP,1,1.506,1.506,1.506,,0.0
Sr2ZrMnO6,OQMD,13,1.666,1.635,2.231,0.17166301962767735,0.5959999999999999
Sr2ZrNbO6,OQMD,2,0.504,0.407,0.601,0.13717871555019023,0.194
Sr2ZrNiO6,OQMD,10,0.8345,0.832,1.434,0.19529536035906686,0.602
Sr2ZrNpO6,OQMD,2,3.029,3.028,3.03,0.0014142135623729393,0.0019999999999997797
Sr2ZrOsO6,OQMD,1,0.41,0.41,0.41,,0.0
Sr2ZrPbO6,OQMD,10,2.7439999999999998,2.451,3.024,0.23939052241519965,0.573
Sr2ZrPdO6,OQMD,10,1.4289999999999998,1.233,1.812,0.1525705665512774,0.579
Sr2ZrPtO6,OQMD,10,1.853,1.653,2.448,0.24299565611115123,0.7949999999999999
Sr2ZrReO6,OQMD,1,1.028,1.028,1.028,,0.0
Sr2ZrSO6,OQMD,1,2.2460000000000004,2.2460000000000004,2.2460000000000004,,0.0
Sr2ZrSbO6,OQMD,1,1.584,1.584,1.584,,0.0
Sr2ZrSeO6,OQMD,3,2.467,2.452,2.827,0.2123087374556214,0.375
Sr2ZrSiO6,OQMD,10,3.949,3.857,4.154,0.09950455042637738,0.2969999999999997
Sr2ZrSnO6,MP,1,3.902,3.902,3.902,,0.0
Sr2ZrSnO6,OQMD,10,4.1265,3.684,4.515,0.2739639270658334,0.8309999999999995
Sr2ZrTaO6,OQMD,1,0.602,0.602,0.602,,0.0
Sr2ZrTcO6,OQMD,6,0.513,0.41,1.026,0.23892572067485746,0.6160000000000001
Sr2ZrTeO6,OQMD,10,2.0324999999999998,1.827,3.225,0.3927706285692283,1.3980000000000001
Sr2ZrTiO6,MP,3,2.3507,1.8689,2.516,0.33620275132723115,0.6471
Sr2ZrTiO6,OQMD,13,2.639,2.398,3.027,0.193429739447077,0.629
Sr2ZrVO6,MP,2,1.161899999999999,1.154099999999999,1.169699999999999,0.011030865786510182,0.015600000000000058
Sr2ZrVO6,OQMD,7,1.218,1.008,1.424,0.15855898707090804,0.4159999999999999
Sr3(SbO4)2,OQMD,1,2.773,2.773,2.773,,0.0
Sr3Al2(SiO4)3,AFLOW,1,4.4379,4.4379,4.4379,,0.0
Sr3Al2(SiO4)3,JARVIS,1,4.749,4.749,4.749,,0.0
Sr3Al2(SiO4)3,MP,1,4.572,4.572,4.572,,0.0
Sr3BeSb2O9,OQMD,1,1.0620000000000003,1.0620000000000003,1.0620000000000003,,0.0
Sr3BeV2O9,OQMD,1,1.3649999999999998,1.3649999999999998,1.3649999999999998,,0.0
Sr3Ca(SnO3)4,JARVIS,1,1.967,1.967,1.967,,0.0
Sr3Ca(SnO3)4,MP,1,1.8808999999999991,1.8808999999999991,1.8808999999999991,,0.0
Sr3Ca5Mn8O24,MP,1,0.1912,0.1912,0.1912,,0.0
Sr3CaAl2V2O12,OQMD,2,1.6425,1.6420000000000003,1.6429999999999998,0.0007071067811861557,0.0009999999999994458
Sr3CaHf4O12,JARVIS,1,4.313,4.313,4.313,,0.0
Sr3CaHf4O12,MP,1,4.1782,4.1782,4.1782,,0.0
Sr3CaSb2O9,OQMD,1,1.822,1.822,1.822,,0.0
Sr3CaTi2Mn2O12,OQMD,2,1.2209999999999999,1.2209999999999996,1.221,3.1401849173675503e-16,4.440892098500626e-16
Sr3CaTi4O12,JARVIS,1,2.063,2.063,2.063,,0.0
Sr3CaTi4O12,MP,1,1.9214,1.9214,1.9214,,0.0
Sr3CaTi4O12,OQMD,1,1.9359999999999995,1.9359999999999995,1.9359999999999995,,0.0
Sr3CaTiCr3O12,OQMD,1,0.4660000000000002,0.4660000000000002,0.4660000000000002,,0.0
Sr3CaTiMn3O12,OQMD,1,0.29800000000000004,0.29800000000000004,0.29800000000000004,,0.0
Sr3CaV2(FeO6)2,OQMD,2,0.9915,0.915,1.068,0.10818733752154179,0.15300000000000002
Sr3CaV2Cr2O12,OQMD,2,1.2225000000000001,1.222,1.2230000000000003,0.0007071067811867837,0.001000000000000334
Sr3CaV3FeO12,OQMD,1,1.214,1.214,1.214,,0.0
Sr3CaV4O12,MP,2,0.5809999999999995,0.40090000000000003,0.7610999999999991,0.2546998625833938,0.3601999999999991
Sr3CaZr2Mn2O12,OQMD,1,1.8599999999999999,1.8599999999999999,1.8599999999999999,,0.0
Sr3CaZr2Ti2O12,OQMD,2,2.4065000000000003,2.4060000000000006,2.4069999999999996,0.0007071067811859987,0.0009999999999990017
Sr3CaZr3CrO12,OQMD,1,2.2439999999999998,2.2439999999999998,2.2439999999999998,,0.0
Sr3CaZr3MnO12,OQMD,1,0.6140000000000003,0.6140000000000003,0.6140000000000003,,0.0
Sr3CaZr3TiO12,OQMD,1,0.6099999999999999,0.6099999999999999,0.6099999999999999,,0.0
Sr3CaZr3VO12,OQMD,1,0.40999999999999925,0.40999999999999925,0.40999999999999925,,0.0
Sr3CaZr4O12,OQMD,1,3.5980000000000003,3.5980000000000003,3.5980000000000003,,0.0
Sr3CaZrV3O12,OQMD,1,0.41400000000000015,0.41400000000000015,0.41400000000000015,,0.0
Sr3CdSb2O9,OQMD,1,0.9039999999999995,0.9039999999999995,0.9039999999999995,,0.0
Sr3CoSb2O9,MP,1,0.6048,0.6048,0.6048,,0.0
Sr3CoSb2O9,OQMD,1,0.30100000000000016,0.30100000000000016,0.30100000000000016,,0.0
Sr3Cu3(PO4)4,AFLOW,2,1.40015,1.2481,1.5522,0.21503117215882914,0.30410000000000004
Sr3Cu3(PO4)4,MP,2,0.44769999999999954,0.377299999999999,0.5181,0.0995606347910666,0.14080000000000098
Sr3Er2(GeO4)3,MP,1,3.693399999999999,3.693399999999999,3.693399999999999,,0.0
Sr3Fe2MoO9,MP,1,0.7011000000000001,0.7011000000000001,0.7011000000000001,,0.0
Sr3Fe2TeO9,MP,1,2.1802,2.1802,2.1802,,0.0
Sr3Ge2(B3O8)2,JARVIS,1,4.559,4.559,4.559,,0.0
Sr3Ge2(B3O8)2,MP,1,4.4323999999999995,4.4323999999999995,4.4323999999999995,,0.0
Sr3Ge2O7,OQMD,1,1.673,1.673,1.673,,0.0
Sr3Hf2O7,OQMD,1,3.873,3.873,3.873,,0.0
Sr3LaAl3CrO12,OQMD,1,1.0470000000000002,1.0470000000000002,1.0470000000000002,,0.0
Sr3LaMn3FeO12,OQMD,1,1.045,1.045,1.045,,0.0
Sr3LaMn3WO12,OQMD,1,0.34299999999999997,0.34299999999999997,0.34299999999999997,,0.0
Sr3LaTi3AlO12,OQMD,1,1.005,1.005,1.005,,0.0
Sr3LaTi3CrO12,OQMD,1,0.43400000000000016,0.43400000000000016,0.43400000000000016,,0.0
Sr3LaV3CoO12,OQMD,1,0.8570000000000002,0.8570000000000002,0.8570000000000002,,0.0
Sr3LaV3CrO12,OQMD,1,0.2929999999999997,0.2929999999999997,0.2929999999999997,,0.0
Sr3LaZr3CoO12,OQMD,1,0.815,0.815,0.815,,0.0
Sr3LaZr3VO12,OQMD,1,0.6179999999999994,0.6179999999999994,0.6179999999999994,,0.0
Sr3LaZrV3O12,OQMD,1,0.6080000000000005,0.6080000000000005,0.6080000000000005,,0.0
Sr3Li4Nb6O20,MP,2,1.37065,1.2892000000000001,1.4521,0.11518769465528839,0.16289999999999982
Sr3MgAl2V2O12,OQMD,2,1.533,1.5309999999999997,1.5350000000000001,0.0028284271247465066,0.004000000000000448
Sr3MgCr(MoO4)3,OQMD,1,0.33599999999999985,0.33599999999999985,0.33599999999999985,,0.0
Sr3MgCr3MoO12,OQMD,1,0.9949999999999997,0.9949999999999997,0.9949999999999997,,0.0
Sr3MgCr3WO12,OQMD,1,1.056,1.056,1.056,,0.0
Sr3MgFe(MoO4)3,OQMD,1,0.33599999999999985,0.33599999999999985,0.33599999999999985,,0.0
Sr3MgMn(FeO4)3,OQMD,1,0.9319999999999999,0.9319999999999999,0.9319999999999999,,0.0
Sr3MgMn3MoO12,OQMD,1,0.5,0.5,0.5,,0.0
Sr3MgMn4O12,MP,1,0.643799999999999,0.643799999999999,0.643799999999999,,0.0
Sr3MgMnV3O12,OQMD,1,0.30400000000000005,0.30400000000000005,0.30400000000000005,,0.0
Sr3MgNb2O9,OQMD,1,2.894,2.894,2.894,,0.0
Sr3MgSb2O9,OQMD,1,1.5140000000000002,1.5140000000000002,1.5140000000000002,,0.0
Sr3MgTa2O9,MP,1,3.2619,3.2619,3.2619,,0.0
Sr3MgTa2O9,OQMD,2,3.3935000000000004,3.3920000000000003,3.395,0.002121320343559566,0.0029999999999996696
Sr3MgTi2Mn2O12,OQMD,2,1.2949999999999997,1.2169999999999996,1.3729999999999998,0.11030865786510151,0.15600000000000014
Sr3MgTi3MoO12,OQMD,1,0.4740000000000002,0.4740000000000002,0.4740000000000002,,0.0
Sr3MgTi3WO12,OQMD,1,0.34399999999999986,0.34399999999999986,0.34399999999999986,,0.0
Sr3MgTi4O12,OQMD,1,1.9650000000000003,1.9650000000000003,1.9650000000000003,,0.0
Sr3MgV(MoO4)3,OQMD,1,0.33599999999999985,0.33599999999999985,0.33599999999999985,,0.0
Sr3MgV2(FeO6)2,OQMD,2,0.913,0.9120000000000004,0.9139999999999997,0.0014142135623726253,0.0019999999999993356
Sr3MgV2Cr2O12,OQMD,2,1.0675,1.0670000000000002,1.0679999999999996,0.0007071067811861557,0.0009999999999994458
Sr3MgV2O9,OQMD,1,1.5129999999999995,1.5129999999999995,1.5129999999999995,,0.0
Sr3MgV3MoO12,OQMD,1,0.3169999999999997,0.3169999999999997,0.3169999999999997,,0.0
Sr3MgV3WO12,OQMD,1,0.508,0.508,0.508,,0.0
Sr3MgZr2Mn2O12,OQMD,2,1.8440000000000003,1.8430000000000004,1.8450000000000002,0.0014142135623729393,0.0019999999999997797
Sr3MgZr2Ti2O12,OQMD,2,2.636,2.636,2.636,0.0,0.0
Sr3MgZr3CoO12,OQMD,1,1.254,1.254,1.254,,0.0
Sr3MgZr3CrO12,OQMD,1,2.094,2.094,2.094,,0.0
Sr3MgZr3MnO12,OQMD,1,0.415,0.415,0.415,,0.0
Sr3MgZr3MoO12,OQMD,1,0.6150000000000002,0.6150000000000002,0.6150000000000002,,0.0
Sr3MgZr3TiO12,OQMD,1,1.6129999999999998,1.6129999999999998,1.6129999999999998,,0.0
Sr3MgZr3VO12,OQMD,1,1.8650000000000002,1.8650000000000002,1.8650000000000002,,0.0
Sr3MgZr3WO12,OQMD,1,1.0340000000000003,1.0340000000000003,1.0340000000000003,,0.0
Sr3MgZr4O12,OQMD,1,2.8390000000000004,2.8390000000000004,2.8390000000000004,,0.0
Sr3Mn2O8,OQMD,1,1.6759999999999997,1.6759999999999997,1.6759999999999997,,0.0
Sr3MnNb2O9,OQMD,1,1.222,1.222,1.222,,0.0
Sr3MoO6,OQMD,11,2.301,1.919,2.5749999999999997,0.21176698171682615,0.6559999999999997
Sr3Nb2CdO9,OQMD,1,2.896,2.896,2.896,,0.0
Sr3Nb2CoO9,MP,2,0.30444999999999955,0.198499999999999,0.41040000000000004,0.14983592693343017,0.21190000000000103
Sr3Nb2CuO9,MP,1,0.22840000000000002,0.22840000000000002,0.22840000000000002,,0.0
Sr3Nb2HgO9,OQMD,1,2.4379999999999997,2.4379999999999997,2.4379999999999997,,0.0
Sr3Nb2O8,OQMD,1,4.426,4.426,4.426,,0.0
Sr3Nb2PdO9,OQMD,1,0.6100000000000003,0.6100000000000003,0.6100000000000003,,0.0
Sr3Nb2ZnO9,JARVIS,1,2.688,2.688,2.688,,0.0
Sr3Nb2ZnO9,MP,1,2.6769,2.6769,2.6769,,0.0
Sr3Nb2ZnO9,OQMD,1,2.8830000000000005,2.8830000000000005,2.8830000000000005,,0.0
Sr3NbCoO7,MP,3,0.20249999999999901,0.05449999999999901,0.5832,0.27275146806815476,0.5287000000000011
Sr3NiSb2O9,OQMD,1,1.3719999999999999,1.3719999999999999,1.3719999999999999,,0.0
Sr3Sc2(GeO4)3,MP,1,3.7912,3.7912,3.7912,,0.0
Sr3SmAl3WO12,OQMD,1,1.061,1.061,1.061,,0.0
Sr3SmCo(MoO4)3,OQMD,1,0.3580000000000001,0.3580000000000001,0.3580000000000001,,0.0
Sr3SmCr(WO4)3,OQMD,1,0.35900000000000043,0.35900000000000043,0.35900000000000043,,0.0
Sr3SmFe(MoO4)3,OQMD,1,0.5370000000000004,0.5370000000000004,0.5370000000000004,,0.0
Sr3SmMn3MoO12,OQMD,1,0.34199999999999964,0.34199999999999964,0.34199999999999964,,0.0
Sr3SmTi3MoO12,OQMD,1,0.33999999999999986,0.33999999999999986,0.33999999999999986,,0.0
Sr3SmTi3VO12,OQMD,1,0.3460000000000001,0.3460000000000001,0.3460000000000001,,0.0
Sr3SmV3CoO12,OQMD,1,0.6840000000000002,0.6840000000000002,0.6840000000000002,,0.0
Sr3SmV3CrO12,OQMD,1,0.69,0.69,0.69,,0.0
Sr3SmZr3FeO12,OQMD,1,1.4740000000000002,1.4740000000000002,1.4740000000000002,,0.0
Sr3SmZrCr3O12,OQMD,1,0.6169999999999998,0.6169999999999998,0.6169999999999998,,0.0
Sr3SmZrMn3O12,OQMD,1,0.4219999999999997,0.4219999999999997,0.4219999999999997,,0.0
Sr3SmZrV3O12,OQMD,1,0.42100000000000026,0.42100000000000026,0.42100000000000026,,0.0
Sr3Sn2O7,OQMD,1,2.442,2.442,2.442,,0.0
Sr3Ta2CdO9,OQMD,2,3.521,3.52,3.522,0.0014142135623729393,0.0019999999999997797
Sr3Ta2HgO9,OQMD,1,3.049,3.049,3.049,,0.0
Sr3Ta2NiO9,OQMD,1,3.59,3.59,3.59,,0.0
Sr3Ta2O8,OQMD,1,4.397,4.397,4.397,,0.0
Sr3Ta2PdO9,OQMD,1,0.9250000000000007,0.9250000000000007,0.9250000000000007,,0.0
Sr3Ta2ZnO9,JARVIS,1,3.396,3.396,3.396,,0.0
Sr3Ta2ZnO9,MP,1,3.4116,3.4116,3.4116,,0.0
Sr3Ta2ZnO9,OQMD,2,3.4050000000000002,3.403,3.4070000000000005,0.0028284271247465066,0.004000000000000448
Sr3TaCoO7,MP,4,0.9059499999999995,0.544899999999999,1.0652,0.23460538499076888,0.5203000000000009
Sr3TeO6,OQMD,8,3.4274999999999998,3.3640000000000003,3.598,0.06801247259563081,0.23399999999999954
Sr3Ti(GaO2)10,MP,1,2.6054,2.6054,2.6054,,0.0
Sr3Ti2O7,OQMD,2,1.8895,1.841,1.9379999999999997,0.06858935777509485,0.09699999999999975
Sr3Tm2(GeO4)3,MP,1,3.1627,3.1627,3.1627,,0.0
Sr3UFe2O9,MP,1,0.8969,0.8969,0.8969,,0.0
Sr3UIn2O9,MP,1,1.6343,1.6343,1.6343,,0.0
Sr3V2CdO9,OQMD,1,1.6479999999999997,1.6479999999999997,1.6479999999999997,,0.0
Sr3V2HgO9,OQMD,1,1.6479999999999997,1.6479999999999997,1.6479999999999997,,0.0
Sr3V2NiO9,OQMD,1,1.529,1.529,1.529,,0.0
Sr3V2O7,OQMD,2,0.6060000000000005,0.467000000000001,0.7450000000000001,0.19657568516985957,0.2779999999999991
Sr3V2O8,OQMD,3,3.818,3.801,3.877,0.03988734135035812,0.07599999999999962
Sr3V2ZnO9,OQMD,1,1.6620000000000004,1.6620000000000004,1.6620000000000004,,0.0
Sr3WO6,OQMD,9,3.109,2.8850000000000002,3.274,0.12685534193630868,0.3889999999999998
Sr3Y2(GeO4)3,AFLOW,1,3.1104,3.1104,3.1104,,0.0
Sr3Y2(GeO4)3,MP,1,3.2862,3.2862,3.2862,,0.0
Sr3ZnSb2O9,OQMD,1,0.9030000000000005,0.9030000000000005,0.9030000000000005,,0.0
Sr3Zr2O7,OQMD,1,3.453,3.453,3.453,,0.0
Sr3ZrTi2O9,JARVIS,1,2.028,2.028,2.028,,0.0
Sr3ZrTi2O9,MP,1,1.9425999999999992,1.9425999999999992,1.9425999999999992,,0.0
Sr4Al6CrO16,JARVIS,1,2.255,2.255,2.255,,0.0
Sr4Al6CrO16,MP,2,2.4437499999999996,2.254099999999999,2.6334,0.2682056021040584,0.3793000000000011
Sr4Al6MoO16,JARVIS,1,3.378,3.378,3.378,,0.0
Sr4Al6MoO16,MP,2,3.5740499999999997,3.5484,3.5997,0.03627457787486966,0.0512999999999999
Sr4Al6SO16,AFLOW,1,4.385,4.385,4.385,,0.0
Sr4Al6SO16,JARVIS,1,4.579,4.579,4.579,,0.0
Sr4Al6SO16,MP,1,4.397,4.397,4.397,,0.0
Sr4Al6WO16,AFLOW,1,3.6101,3.6101,3.6101,,0.0
Sr4Al6WO16,JARVIS,1,0.823,0.823,0.823,,0.0
Sr4Al6WO16,MP,2,3.4630499999999995,3.238399999999999,3.6877,0.31770307678711646,0.4493000000000009
Sr4Co3ReO12,MP,1,0.24180000000000001,0.24180000000000001,0.24180000000000001,,0.0
Sr4Ge3O10,OQMD,1,1.2340000000000004,1.2340000000000004,1.2340000000000004,,0.0
Sr4Hf3TiO12,MP,1,2.5782,2.5782,2.5782,,0.0
Sr4HfTi3O12,JARVIS,1,1.86,1.86,1.86,,0.0
Sr4LaMn5O15,MP,2,0.32119999999999954,0.29349999999999904,0.34890000000000004,0.03917371567773544,0.055400000000001004
Sr4Li(SbO4)3,OQMD,1,2.2220000000000004,2.2220000000000004,2.2220000000000004,,0.0
Sr4Re2PdO11,OQMD,1,0.3050000000000006,0.3050000000000006,0.3050000000000006,,0.0
Sr4Sb2O9,OQMD,1,1.67,1.67,1.67,,0.0
Sr4Sn3O10,OQMD,1,2.1350000000000002,2.1350000000000002,2.1350000000000002,,0.0
Sr4Ti3O10,OQMD,1,1.999,1.999,1.999,,0.0
Sr4V3CoO12,OQMD,1,0.45100000000000007,0.45100000000000007,0.45100000000000007,,0.0
Sr4Zr3O10,OQMD,1,3.48,3.48,3.48,,0.0
Sr4Zr3TiO12,JARVIS,1,2.656,2.656,2.656,,0.0
Sr4Zr3TiO12,MP,1,2.604,2.604,2.604,,0.0
Sr4ZrTi3O12,JARVIS,1,2.031,2.031,2.031,,0.0
Sr4ZrTi3O12,MP,2,1.8673999999999995,1.7538,1.980999999999999,0.16065466068558287,0.22719999999999896
Sr5La6Nb4O24,MP,1,2.9525,2.9525,2.9525,,0.0
Sr5V3HO13,MP,1,3.9935,3.9935,3.9935,,0.0
Sr5ZrTi4O15,JARVIS,3,1.973,1.796,1.975,0.10277321311184803,0.17900000000000005
Sr5ZrTi4O15,MP,3,1.903299999999999,1.7596999999999992,1.946699999999999,0.09787195716853724,0.18699999999999983
Sr6Mg(Te4O11)2,MP,10,1.5860500000000002,0.2192,2.3164,0.5606453519531457,2.0972
Sr6MgMo3O14,MP,1,0.3548,0.3548,0.3548,,0.0
Sr7CaTi8O24,MP,1,1.771399999999999,1.771399999999999,1.771399999999999,,0.0
Sr7Zr(Si2O7)3,MP,1,4.4323999999999995,4.4323999999999995,4.4323999999999995,,0.0
SrAc2ReO6,OQMD,1,0.75,0.75,0.75,,0.0
SrAg3(SnO3)4,OQMD,1,1.2239999999999993,1.2239999999999993,1.2239999999999993,,0.0
SrAl2(SiO4)2,AFLOW,1,2.7074,2.7074,2.7074,,0.0
SrAl2(SiO4)2,MP,5,0.8073,0.2571,4.7024,2.295194087653591,4.4453
SrAl2As2O7,OQMD,1,4.401,4.401,4.401,,0.0
SrAl2B2O7,AFLOW,2,4.668749999999999,4.6396,4.6979,0.04122432534317542,0.05830000000000002
SrAl2B2O7,JARVIS,3,4.727,4.726,4.755,0.016462077633154125,0.028999999999999915
SrAl2B2O7,MP,2,4.6699,4.6521,4.6876999999999995,0.02517300141024052,0.03559999999999963
SrAl2B2O7,OQMD,1,4.815,4.815,4.815,,0.0
SrAl2Bi2O7,OQMD,1,3.493,3.493,3.493,,0.0
SrAl2CoO6,OQMD,1,1.455,1.455,1.455,,0.0
SrAl2CrO6,OQMD,1,1.117,1.117,1.117,,0.0
SrAl2GeO6,OQMD,1,4.828,4.828,4.828,,0.0
SrAl2NiO6,OQMD,1,2.255,2.255,2.255,,0.0
SrAl2PbO6,OQMD,1,2.914,2.914,2.914,,0.0
SrAl2PdO6,OQMD,1,2.1649999999999996,2.1649999999999996,2.1649999999999996,,0.0
SrAl2PtO6,OQMD,1,2.8750000000000004,2.8750000000000004,2.8750000000000004,,0.0
SrAl2ReO6,OQMD,1,1.0860000000000003,1.0860000000000003,1.0860000000000003,,0.0
SrAl2Sb2O7,OQMD,1,3.465,3.465,3.465,,0.0
SrAl2SiO6,OQMD,1,5.172,5.172,5.172,,0.0
SrAl2SnO6,OQMD,1,4.042,4.042,4.042,,0.0
SrAl2TeO6,OQMD,1,2.551,2.551,2.551,,0.0
SrAs2Ir2O7,OQMD,1,0.30699999999999994,0.30699999999999994,0.30699999999999994,,0.0
SrB2TeO6,OQMD,2,3.2305,3.226,3.235,0.006363961030678698,0.008999999999999897
SrBe3(SnO3)4,OQMD,1,2.146,2.146,2.146,,0.0
SrBi2(B2O5)2,AFLOW,1,3.744,3.744,3.744,,0.0
SrBi2(B2O5)2,JARVIS,1,3.632,3.632,3.632,,0.0
SrBi2(B2O5)2,MP,1,3.6402,3.6402,3.6402,,0.0
SrBi2B2O7,MP,1,2.8040000000000003,2.8040000000000003,2.8040000000000003,,0.0
SrCa(SnO3)2,OQMD,2,2.3724999999999996,2.3709999999999996,2.3739999999999997,0.002121320343559723,0.0030000000000001137
SrCa2MoO6,OQMD,1,2.277,2.277,2.277,,0.0
