formula,in_296,pred,abs_lo,abs_hi,cqr_lo,cqr_hi,contain_abs,contain_cqr
Sr2AlSbO6,True,2.7348610186228295,1.8524889700221099,3.617233067223549,0.6667667274666584,3.088539322894733,0.0,0.0
Sr2AlScO6,False,2.513120860201722,1.6307488116010025,3.3954929088024417,1.2891139446718518,3.9341664217720065,0.0,0.0
Sr2AlSnO6,False,2.704948698582452,1.8225766499817322,3.5873207471831714,0.6741158515649238,3.3179513956601254,0.0,0.0
Sr2AlTaO6,False,3.0857521262841696,2.20338007768345,3.968124174884889,1.4554367324080562,3.8371635129386203,0.0,0.0
Sr2AlTeO6,False,2.5492023273363396,1.66683027873562,3.431574375937059,0.6512588445689609,3.0949778744529457,0.0,0.0
Sr2AlTiO6,False,1.5093695983427229,0.6269975497420033,2.3917416469434425,0.9537357215583934,3.210420813450478,0.6012332990750257,0.0
Sr2AlVO6,False,1.6244659671364958,0.7420939185357762,2.506838015737215,1.3277375788422603,3.0484461730352086,0.4573484069886948,0.0
Sr2AlWO6,False,1.6638577681150422,0.7814857195143226,2.546229816715762,0.6941189604427589,3.4565474867280193,0.37821171634121276,0.0
Sr2AlYO6,False,2.6694245339447535,1.787052485344034,3.551796582545473,1.3011615645233099,4.091588021784654,0.0,0.0
Sr2AlZnO6,False,2.909439108324641,2.0270670597239215,3.7918111569253607,0.9064635279968968,3.2760153342104648,0.0,0.0
Sr2AlZrO6,False,2.087457933534341,1.2050858849336215,2.9698299821350607,1.076847911566741,3.9241912924541023,0.0,0.0
Sr2BiCoO6,False,0.9257556025917133,0.043383553990993695,1.808127651192433,0.11024468111017072,1.8241013313038472,0.0,0.0
Sr2BiCrO6,False,1.2939036914175166,0.411531642816797,2.1762757400182364,0.5619462031835926,2.3826414110293204,0.27646454265159304,0.0
Sr2BiCuO6,False,0.8075342818481548,-0.07483776675256482,1.6899063304488744,0.16897376271087772,1.9432621705931608,0.0,0.0
Sr2BiFeO6,False,0.8963686641487123,0.013996615547992697,1.778740712749432,0.10764113121991697,1.689339678244837,0.0,0.0
Sr2BiGaO6,False,1.1996986398762943,0.3173265912755747,2.082070688477014,0.11092465609634022,2.5332126287228904,0.0,0.0
Sr2BiGeO6,False,1.445581211801094,0.5632091632003744,2.327953260401814,0.3734477749268219,2.6781243211628483,0.5447070914696814,0.0
Sr2BiHfO6,False,2.5686317477296696,1.68625969912895,3.4510037963303892,2.05574645838304,3.666767456727658,0.0,0.0
Sr2BiInO6,False,0.9693406390551069,0.08696859045438732,1.8517126876558265,0.10659190455816558,2.4365943568892066,0.0,0.0
Sr2BiIrO6,False,0.4165516349748426,-0.465820413625877,1.2989236835755622,0.2027018667266801,2.1575861268410605,0.0,0.0
Sr2BiMnO6,False,0.6800610514130304,-0.2023109971876892,1.5624331000137501,0.3025634903644008,2.3635464848865477,0.0,0.0
Sr2BiMoO6,False,1.4403424839448447,0.557970435344125,2.3227145325455645,0.4822333268357263,2.229045379462046,0.5405960945529291,0.0
Sr2BiNbO6,False,2.8917295395630576,2.009357490962338,3.774101588163777,1.630607508819057,3.3341098257575603,0.0,0.0
Sr2BiNiO6,False,0.9783829793431355,0.09601093074241585,1.860755027943855,0.10842667688268037,1.94611516267517,0.0,0.0
Sr2BiPdO6,False,0.7209712755154914,-0.16140077308522816,1.603343324116211,0.16006611416748145,2.071080090205454,0.0,0.0
Sr2BiReO6,False,0.6327981104207098,-0.24957393818000984,1.5151701590214293,0.4369913105453185,2.3986662469761617,0.0,0.0
Sr2BiRhO6,False,0.4624883057776237,-0.41988374282309593,1.3448603543783433,0.06133747355702024,1.8480218423742332,0.0,0.0
Sr2BiRuO6,False,0.17891576859127914,-0.7034562800094405,1.0612878171919988,0.048094116845184276,1.9566511301713185,0.0,0.0
Sr2BiSbO6,False,1.4700590668335292,0.5876870182328096,2.352431115434249,0.38566329521615716,2.488816445724395,0.5775950668036999,0.0
Sr2BiScO6,False,2.4666359662014483,1.5842639176007287,3.349008014802168,1.5552664581889135,3.826260847575477,0.0,0.0
Sr2BiSnO6,False,0.8146370807460732,-0.06773496785464639,1.6970091293467928,0.22621331415569967,2.469435600540036,0.0,0.0
Sr2BiTaO6,False,3.023137880829474,2.1407658322287544,3.9055099294301936,2.0312927405984436,3.5553510163398143,0.0,0.0
Sr2BiTeO6,True,1.4822934602151552,0.5999214116144356,2.364665508815875,0.39870604717804925,2.84486200915619,0.591983556012333,0.0
Sr2BiTiO6,False,1.822503273231773,0.9401312246310534,2.7048753218324926,1.6085970020562477,3.2366211365055952,0.0,0.0
Sr2BiVO6,False,2.385310449090219,1.5029384004894992,3.2676824976909384,1.406896126342379,3.2021838875995994,0.0,0.0
Sr2BiWO6,False,2.0219088276167483,1.1395367790160287,2.904280876217468,1.0076560343234924,2.802461889528237,0.0,0.0
Sr2BiYO6,False,2.5043823323785155,1.6220102837777959,3.386754380979235,1.562506173048916,3.7437636650254777,0.0,0.0
Sr2BiZnO6,False,1.377244194031853,0.49487214543113334,2.2596162426325725,0.2124903307389081,2.8332828050842487,0.4573484069886948,0.0
Sr2BiZrO6,False,2.152252693875275,1.2698806452745552,3.0346247424759945,1.6942549728425953,3.5853607709554187,0.0,0.0
Sr2CoCrO6,False,0.8069430222275069,-0.0754290263732127,1.6893150708282265,0.17532330642268956,1.5922879739154534,0.0,0.0
Sr2CoCuO6,False,0.5632078577442293,-0.3191641908564903,1.4455799063449488,0.11201081659737955,1.4276656338641027,0.0,0.0
Sr2CoFeO6,False,0.5958761439080681,-0.2864959046926515,1.4782481925087878,0.10099032649146522,1.2852041675105625,0.0,0.0
Sr2CoGaO6,False,1.2501083725538857,0.36773632395316613,2.1324804211546056,0.2823713632842092,2.3256262637935703,0.1551901336073998,0.0
Sr2CoGeO6,True,1.421245785005446,0.5388737364047265,2.3036178336061655,0.20230419858526277,2.159935274134982,0.5149023638232272,0.0
Sr2CoHfO6,True,0.8309466957141106,-0.05142535288660899,1.7133187443148303,0.7618455584502054,1.8673830760059218,0.0,0.0
Sr2CoInO6,False,1.2173752013182069,0.33500315271748726,2.0997472499189263,0.2845425653947452,2.17104984875293,0.06474820143884892,0.0
Sr2CoIrO6,True,1.4350890399184113,0.5527169913176917,2.317461088519131,0.17788554171194676,2.235584163053555,0.5313463514902363,0.0
Sr2CoMnO6,False,0.7276779471227786,-0.15469410147794105,1.6100499957234982,0.08694299855586907,1.519436792609267,0.0,0.0
Sr2CoMoO6,True,0.6484192141070017,-0.23395283449371795,1.5307912627077211,0.17764359614063968,1.5165303839081266,0.0,0.0
