formula,pred,abs_lo,abs_hi,cqr_lo,cqr_hi,contain_abs,contain_cqr
Sr2VGeO6,1.567791942281672,0.6854198936809524,2.4501639908823916,0.7978667598481585,3.2577337446427403,0.5241521068859198,0.0
Sr2MnHfO6,1.1704530160344002,0.2880809674336806,2.05282506463512,0.6573384053530943,2.1305687143314245,0.0,0.0
Sr2SnSbO6,1.449848276002807,0.5674762274020875,2.3322203246035267,0.3629884988079518,2.5437577436192322,0.5508735868448099,0.0
Sr2VSbO6,1.4655084096365172,0.5831363610357976,2.3478804582372366,0.7939404059344045,3.0643408286219866,0.5683453237410072,0.0
Sr2CrZnO6,1.6021646086517236,0.719792560051004,2.484536657252443,0.42596837603509397,2.8173262528914353,0.4840698869475848,0.0
Sr2GaBiO6,1.1996986398762943,0.3173265912755747,2.082070688477014,0.11092465609634022,2.5332126287228904,0.0,0.0
Sr2VAlO6,1.6244659671364958,0.7420939185357762,2.506838015737215,1.3156887979049867,3.0493375362039923,0.4573484069886948,0.0
Sr2PdHfO6,1.2170049883040206,0.334632939703301,2.09937703690474,0.46810903066082565,2.1323467361416197,0.06063720452209661,0.0
Sr2VSnO6,1.7926936620520484,0.9103216134513288,2.6750657106527678,1.4276161104092617,3.0864408911320367,0.024665981500513873,0.0
Sr2CrBiO6,1.264841867431416,0.3824698188306963,2.1472139160321353,0.564839222518473,2.3825929309124976,0.20041109969167523,0.0
Sr2CoReO6,1.1894705983940528,0.3070985497933332,2.0718426469947726,0.2560648693252888,2.1407173902359493,0.0,0.0
Sr2NiSnO6,1.4236867086228469,0.5413146600221272,2.3060587572235667,0.2816048104555481,2.0231880802516855,0.5159301130524152,0.0
Sr2TaIrO6,1.1308516386392846,0.248479590038565,2.0132236872400044,0.36181137720575407,1.8453027782973073,0.0,0.0
Sr2MnSnO6,1.299941318765785,0.4175692701650653,2.1823133673665045,0.28014997221189053,2.465780253093483,0.2949640287769784,0.0
Sr2ZrPdO6,1.2381130311936634,0.35574098259294384,2.120485079794383,0.3595118796110187,2.1387640113446693,0.12127440904419322,0.0
Sr2CoWO6,1.1074269425865728,0.2250548939858532,1.9897989911872924,0.16777300479835372,2.0531154582417335,0.0,0.0
Sr2VHfO6,1.0926190367501387,0.2102469881494191,1.9749910853508583,0.513157181163173,3.2766765887531686,0.0,0.0
Sr2CoSnO6,1.2688666305937735,0.38649458199305387,2.151238679194493,0.23112227669980256,1.9010578239840692,0.21377183967112023,0.0
Sr2CrTaO6,0.9417428150598586,0.05937076645913897,1.8241148636605782,0.17438687679178588,1.9136207381838917,0.0,0.0
