formula,formula_norm,tier,bg_pred,bg_ci_lo,bg_ci_lo_clip,bg_ci_hi,ci_width,dist_to_pv_centre,metal_risk,bg_pred_zeros,bg_pred_MP,e_class,mondrian_lo,mondrian_hi,mondrian_tier,reclassified
Sr2NbTeO6,Sr2NbTeO6,A2,2.041778454117179,1.2015170639574004,1.2015170639574004,2.907606800425346,1.7060897364679457,0.5417784541171788,False,2.023869913305087,2.05028691517199,open,1.302168532628444,2.7813883756059137,A2,False
Sr2TiIrO6,Sr2TiIrO6,A2,0.9572235998915384,0.1190650161214297,0.1190650161214297,1.8178138019468584,1.6987487858254289,0.5427764001084617,False,0.9950012717343796,1.2028000159452217,open,0.2176136784028035,1.6968335213802732,A2,False
Sr2ScTeO6,Sr2ScTeO6,A2,2.051171488678743,1.1275040990082776,1.1275040990082776,3.112542243812149,1.985038144803872,0.5511714886787429,False,2.1051737330695075,2.1824261335723443,open,1.311561567190008,2.7907814101674777,A2,False
Sr2RuTaO6,Sr2TaRuO6,A2,0.9413017931681252,0.0911248165979439,0.0911248165979439,1.778239428870723,1.6871146122727791,0.5586982068318749,False,1.0297649994742,1.2872516703872927,open,0.2016918716793904,1.68091171465686,A2,False
Sr2MoAlO6,Sr2AlMoO6,A2,0.9235328987577992,0.0775113078551282,0.0775113078551282,1.8055194067609943,1.7280080989058662,0.5764671012422008,False,1.0226811580992805,1.248304647141746,open,0.1839229772690643,1.663142820246534,A2,False
Sr2YIrO6,Sr2YIrO6,A2,0.9122255909737,0.0764927907298775,0.0764927907298775,1.7897534635091927,1.7132606727793152,0.5877744090263001,False,0.938123635778566,1.14633091849202,open,0.1726156694849652,1.6518355124624349,A2,False
Sr2RuHfO6,Sr2HfRuO6,A2,0.8809867003939401,0.0347831781904711,0.0347831781904711,1.7212964839700555,1.6865133057795845,0.6190132996060599,False,0.8926794621556834,0.939094129731634,open,0.1413767789052052,1.620596621882675,A2,False
Sr2YReO6,Sr2YReO6,A2,0.8753165096395916,0.0166500987772987,0.0166500987772987,1.7344784206950554,1.7178283219177568,0.6246834903604084,False,0.903294813812261,0.9721330154414156,open,0.1357065881508568,1.6149264311283265,A2,False
Sr2CrReO6,Sr2CrReO6,A2,0.8616515166792597,0.0167060275967646,0.0167060275967646,1.7157472598104182,1.6990412322136534,0.6383484833207403,False,0.941832966108929,1.1862862383581034,open,0.1220415951905248,1.6012614381679944,A2,False
Sr2ZrRhO6,Sr2ZrRhO6,A2,0.8501044896285701,0.0152849521604776,0.0152849521604776,1.7109372327778265,1.6956522806173489,0.6498955103714299,False,0.8597745426472888,0.9475235391617894,open,0.1104945681398352,1.589714411117305,A2,False
