formula,pred_OQMD,pred_zeros,pred_MP,d_zeros,d_MP
Sr2NbBiO6,2.849213541405812,2.7381669752012963,2.6285389509869046,-0.1110465662045157,-0.22067459041890736
Sr2NbTeO6,2.041778454117179,2.023869913305087,2.05028691517199,-0.01790854081209181,0.008508461054811178
Sr2MoRuO6,0.4957268983785452,0.5731799368514684,0.7579609532147401,0.07745303847292317,0.2622340548361949
Sr2MoRhO6,0.25835261662410014,0.3043492792051995,0.4511681148345364,0.04599666258109936,0.19281549821043625
Sr2MoPdO6,0.3033256665820057,0.33551461238652613,0.5035680228435283,0.03218894580452042,0.2002423562615226
Sr2MoHfO6,0.7712636582707548,0.8840819435968872,1.1535711726316165,0.11281828532613236,0.38230751436086163
Sr2MoTaO6,0.9332507688675146,1.112704604518333,1.5271632385537117,0.17945383565081852,0.5939124696861972
Sr2MoWO6,0.6260133217664923,0.83725711370014,1.3217273053402796,0.21124379193364773,0.6957139835737873
Sr2MoReO6,0.7116579632484993,0.8354849857978387,1.1918462278766655,0.12382702254933942,0.4801882646281662
Sr2MoIrO6,0.5990221520446225,0.7103197159601633,1.0314710648637648,0.1112975639155408,0.43244891281914233
Sr2MoAlO6,0.9235328987577992,1.0226811580992805,1.248304647141746,0.0991482593414813,0.32477174838394685
Sr2MoGaO6,1.4996814492857717,1.5210598614126614,1.5790180166594667,0.021378412126889623,0.07933656737369499
Sr2MoInO6,1.3481817984027054,1.38179077440116,1.4677947941756901,0.03360897599845458,0.11961299577298479
Sr2MoGeO6,0.6778724011971878,0.7262134840432837,0.8744899316722939,0.04834108284609584,0.1966175304751061
Sr2MoSnO6,1.2793190448284522,1.2961147640329655,1.3890245953957177,0.016795719204513393,0.1097055505672655
Sr2MoSbO6,1.0571932118974656,1.0486999745468724,1.1252271245926002,-0.008493237350593263,0.06803391269513459
Sr2MoBiO6,1.2691088904837151,1.233523529838621,1.2390676309586435,-0.03558536064509421,-0.03004125952507164
Sr2MoTeO6,0.9966758666516395,1.0008914008602505,1.0723249213409571,0.004215534208610983,0.0756490546893176
Sr2RuRhO6,0.4444856981341704,0.43602800880857284,0.5230972827222465,-0.00845768932559754,0.07861158458807616
Sr2RuPdO6,0.36556903452304906,0.3494812022855232,0.3846900206864102,-0.016087832237525856,0.01912098616336111
Sr2RuHfO6,0.8809867003939401,0.8926794621556834,0.9390941297316339,0.011692761761743276,0.05810742933769375
Sr2RuTaO6,0.9413017931681251,1.0297649994742,1.2872516703872927,0.08846320630607485,0.3459498772191676
Sr2RuWO6,0.846361848312647,0.9520143835697722,1.2148340781894342,0.10565253525712515,0.3684722298767872
Sr2RuReO6,0.8268944606610198,0.8356185735167185,0.9166689251544626,0.00872411285569874,0.08977446449344284
Sr2RuIrO6,0.742849422921539,0.7786041786074231,0.95943121278381,0.035754755685884154,0.21658178986227106
Sr2RuAlO6,0.688528652141455,0.7367202358247736,0.8611008526669369,0.04819158368331866,0.17257220052548194
Sr2RuGaO6,0.5066897699419409,0.4957983591544039,0.5222897493669876,-0.010891410787537026,0.01559997942504665
Sr2RuInO6,0.46645758578247587,0.4619403714387599,0.5074568770449254,-0.004517214343715992,0.0409992912624495
Sr2RuGeO6,0.37421044168066586,0.38994086924979615,0.46993978522403457,0.01573042756913029,0.0957293435433687
Sr2RuSnO6,0.4852403001684187,0.47398831323777707,0.5166398614584956,-0.011251986930641611,0.03139956129007693
Sr2RuSbO6,0.46400298651555544,0.44664044498784744,0.49883295007034195,-0.017362541527707998,0.034829963554786514
Sr2RuBiO6,0.3533516561175135,0.3140133909751049,0.3408240345216949,-0.039338265142408624,-0.012527621595818605
Sr2RuTeO6,0.5527554385874033,0.5329070629207846,0.583777189912937,-0.01984837566661868,0.031021751325533753
Sr2RhPdO6,0.23621891653539812,0.21843211071853777,0.25143072897552077,-0.017786805816860346,0.015211812440122652
Sr2RhHfO6,1.0850806690805042,1.0994164972929406,1.2544358067490589,0.014335828212436397,0.1693551376685547
Sr2RhTaO6,1.077773045005991,1.1859657811033633,1.4345275924913967,0.10819273609737223,0.3567545474854057
Sr2RhWO6,0.5936006588640651,0.7063858874851543,1.0102553328790054,0.1127852286210892,0.4166546740149403
Sr2RhReO6,0.7779918589414127,0.8222869539689309,1.0883278862529773,0.04429509502751827,0.3103360273115646
Sr2RhIrO6,0.300875049679494,0.30875435747544355,0.4166949858396441,0.00787930779594953,0.11581993616015007
Sr2RhGeO6,0.6058198051720024,0.6166281120156313,0.7080065113166281,0.010808306843628879,0.10218670614462566
Sr2RhSnO6,0.6895741282295116,0.6699030421065073,0.7183146424079299,-0.019671086123004278,0.028740514178418275
Sr2RhSbO6,0.5791646458388277,0.5554960474454111,0.6203623344296368,-0.023668598393416507,0.04119768859080919
Sr2RhBiO6,0.5156097140909323,0.4805762115261632,0.5103688466054435,-0.03503350256476906,-0.005240867485488798
Sr2RhTeO6,0.554988950461206,0.542144984308732,0.5930425619304843,-0.012843966152473962,0.038053611469278326
Sr2PdHfO6,1.323669891013753,1.3203998616816361,1.4212869101841241,-0.0032700293321168417,0.09761701917037113
Sr2PdTaO6,0.3744441535813117,0.43095954381277973,0.6609642020668315,0.05651539023146801,0.28652004848551976
Sr2PdWO6,0.3783785633496483,0.48072198413623146,0.803987570078427,0.10234342078658315,0.4256090067287787
Sr2PdReO6,0.45044283613969793,0.49061225218139026,0.7108161257331413,0.04016941604169233,0.2603732895934434
Sr2PdIrO6,0.20801344436030036,0.2131818011076921,0.30469772712666987,0.005168356747391745,0.0966842827663695
Sr2PdGeO6,0.7390303813259121,0.743710579600563,0.8311762968577444,0.004680198274650826,0.09214591553183227
Sr2PdSnO6,0.8820109185919284,0.8636963963723785,0.92716937395242,-0.018314522219549878,0.04515845536049168
Sr2HfTaO6,0.9240091007427962,1.0271853408151181,1.3477259282708594,0.10317624007232196,0.42371682752806317
Sr2HfWO6,0.7995676074911052,0.9194692804990653,1.2585753338394452,0.11990167300796006,0.45900772634834
