band_gap,src
2.945,OQMD
1.5562,MP
0.5940000000000012,OQMD
3.133,OQMD
1.3069999999999995,OQMD
3.2189999999999994,OQMD
0.7109999999999994,OQMD
4.3759999999999994,MP
2.7526,AFLOW
0.858,OQMD
1.5189999999999997,OQMD
3.0180000000000002,OQMD
0.19029999999999903,MP
1.4299999999999997,OQMD
3.631,OQMD
1.16,OQMD
1.904,OQMD
3.2950000000000004,OQMD
0.347,OQMD
2.4120000000000004,OQMD
3.854,OQMD
0.415,OQMD
1.678,OQMD
2.5149999999999997,OQMD
1.409,OQMD
2.404,OQMD
2.47,OQMD
2.843,OQMD
3.7082,MP
1.531,OQMD
1.5619999999999998,OQMD
1.7949999999999995,OQMD
2.406,OQMD
1.138,OQMD
0.5979999999999999,OQMD
3.732,OQMD
1.241,OQMD
1.6102999999999992,MP
2.6290000000000004,OQMD
2.074,OQMD
1.549,OQMD
2.55,OQMD
2.293,OQMD
1.7309999999999999,OQMD
2.1259999999999994,OQMD
3.0920000000000005,OQMD
3.166,OQMD
0.0994,MP
1.206,OQMD
0.313,OQMD
0.6249999999999996,OQMD
1.085,OQMD
3.3837,MP
1.7659999999999996,OQMD
0.761,OQMD
1.6749999999999998,OQMD
0.7119999999999997,OQMD
2.2049999999999996,OQMD
2.312,OQMD
1.2269999999999999,OQMD
2.398,OQMD
1.7950000000000004,OQMD
0.1436,MP
1.804799999999999,MP
3.3486000000000002,MP
2.1250000000000004,OQMD
2.172,OQMD
3.211,OQMD
2.002,OQMD
0.704,OQMD
4.234999999999999,OQMD
0.308,OQMD
1.1880000000000002,OQMD
2.0189999999999997,OQMD
2.269,MP
1.0605,MP
1.1639999999999997,OQMD
1.1950000000000003,OQMD
0.7477,MP
2.908,OQMD
1.0898,MP
1.5639999999999996,OQMD
0.35499999999999954,OQMD
2.5100000000000002,OQMD
1.261,OQMD
1.045,OQMD
1.5760000000000005,OQMD
0.902,JARVIS
2.9350000000000005,OQMD
1.281,OQMD
0.7400000000000002,OQMD
2.2099999999999995,OQMD
2.786,OQMD
0.8070000000000004,OQMD
1.1920000000000002,OQMD
0.6159999999999997,OQMD
0.536,OQMD
0.6369999999999996,OQMD
2.2750000000000004,OQMD
0.317,OQMD
0.873,OQMD
1.286,OQMD
1.1909999999999998,OQMD
2.837999999999999,OQMD
1.4889999999999994,OQMD
1.758,OQMD
2.122,OQMD
1.8199999999999998,OQMD
1.88,OQMD
1.523,OQMD
4.0553,MP
0.7450000000000001,OQMD
2.4109999999999996,OQMD
1.044,OQMD
3.4060000000000006,OQMD
0.1912,MP
1.2350000000000003,OQMD
2.183,OQMD
3.9810000000000003,OQMD
0.32399999999999984,OQMD
2.225,OQMD
3.401,OQMD
1.0579999999999998,OQMD
1.8370000000000002,OQMD
1.181,OQMD
0.1945,AFLOW
1.1440000000000001,OQMD
1.8689999999999998,OQMD
4.1286,MP
2.6343,MP
0.4363,MP
0.5380000000000003,OQMD
1.2239999999999993,OQMD
1.7720000000000002,OQMD
1.8719999999999999,OQMD
0.3540000000000001,OQMD
3.088,OQMD
3.3630000000000004,OQMD
0.8130000000000002,OQMD
1.8040000000000003,OQMD
2.48,OQMD
2.2030000000000003,OQMD
2.3680000000000003,OQMD
1.489,OQMD
1.1139999999999999,OQMD
2.877,OQMD
1.3790000000000004,OQMD
0.354,OQMD
2.0740000000000003,OQMD
1.188,OQMD
3.097899999999999,MP
0.8300000000000001,OQMD
4.160000000000001,OQMD
1.234,OQMD
0.430000000000001,OQMD
0.8300000000000001,OQMD
2.571,OQMD
4.107,OQMD
1.7879999999999998,OQMD
1.8689999999999998,OQMD
3.1180000000000003,OQMD
3.3890000000000002,OQMD
3.178,OQMD
0.9470000000000001,OQMD
0.8240000000000003,OQMD
0.9189999999999996,OQMD
0.9918000000000001,MP
2.7092,MP
2.136,OQMD
1.848,OQMD
1.908,OQMD
2.412,OQMD
0.895,OQMD
1.646,MP
4.129,OQMD
1.4190000000000005,OQMD
2.048,JARVIS
3.4770000000000003,OQMD
3.0760000000000005,OQMD
0.24800000000000022,OQMD
2.5999999999999996,OQMD
0.827,OQMD
4.168,OQMD
2.1100000000000003,OQMD
1.9549999999999996,OQMD
3.1130000000000004,OQMD
1.7879999999999998,OQMD
1.0279999999999996,OQMD
2.3970000000000002,OQMD
1.6420000000000003,OQMD
0.8349999999999995,OQMD
0.2469999999999999,OQMD
2.705,OQMD
0.316,OQMD
1.452,OQMD
0.41800000000000015,OQMD
0.32099999999999973,OQMD
3.0145,MP
3.197,OQMD
