formula,formula_norm,tier,bg_pred,bg_ci_lo,bg_ci_lo_clip,bg_ci_hi,ci_width,dist_to_pv_centre,metal_risk,bg_pred_zeros,bg_pred_MP
Sr2ScMoO6,Sr2ScMoO6,A2,0.5929608891006153,-0.2566681727135227,0.0,1.4332082551164123,1.689876427829935,0.9070391108993847,False,0.6691796744621135,0.8172450390847817
Sr2VReO6,Sr2VReO6,A2,0.5901241479883959,-0.2637355572473743,0.0,1.4328591572273104,1.6965947144746847,0.9098758520116041,False,0.7182165685079704,1.035861442763629
Sr2MnRuO6,Sr2MnRuO6,A2,0.5880697710054859,-0.270756122800459,0.0,1.4230371721212238,1.693793294921683,0.9119302289945141,False,0.5753510331529921,0.6145712303355119
Sr2MnCoO6,Sr2MnCoO6,A2,0.5850781559173379,-0.24317873386322386,0.0,1.4373088546944102,1.680487588557634,0.9149218440826621,False,0.5673824828957104,0.5621851114485551
Sr2MnCuO6,Sr2MnCuO6,A2,0.5846204785588335,-0.26609721620322113,0.0,1.4275439058514183,1.6936411220546395,0.9153795214411665,False,0.5819317328394298,0.6476500103432961
Sr2ReSbO6,Sr2ReSbO6,A2,0.5717920497305757,-0.2754161983008102,0.0,1.4301162626013362,1.7055324609021465,0.9282079502694243,False,0.6106791761661842,0.7329550793075016
Sr2TaGeO6,Sr2TaGeO6,A2,2.440856886130236,1.608500026812239,1.608500026812239,3.3102534756829236,1.7017534488706847,0.940856886130236,False,2.4697614512672694,2.525188092141941
Sr2RhTeO6,Sr2TeRhO6,A2,0.554988950461206,-0.2857624809745204,0.0,1.4109897228999924,1.6967522038745129,0.945011049538794,False,0.542144984308732,0.5930425619304843
Sr2RuTeO6,Sr2TeRuO6,A2,0.5527554385874033,-0.2802774639572755,0.0,1.4045567639249246,1.6848342278822002,0.9472445614125967,False,0.5329070629207846,0.583777189912937
Sr2TiMoO6,Sr2TiMoO6,A2,0.5491120181643663,-0.2928474299808115,0.0,1.3904337602132189,1.6832811901940303,0.9508879818356337,False,0.6743982913127081,0.8741310534013842
Sr2NiRuO6,Sr2NiRuO6,A2,0.5203552689900494,-0.3234457427304568,0.0,1.3696370031622447,1.6930827458927014,0.9796447310099506,False,0.5060452042152432,0.5515543972084995
Sr2TaTeO6,Sr2TaTeO6,A2,2.4846916500708036,1.6132067550509182,1.6132067550509182,3.3964908815552217,1.7832841265043036,0.9846916500708036,False,2.452671159207382,2.378888119739478
Sr2ZnRuO6,Sr2ZnRuO6,A2,0.5030172362405959,-0.34536806844106993,0.0,1.3613994647886862,1.706767533229756,0.9969827637594041,False,0.5052403245576048,0.5378850995124609
Sr2TiWO6,Sr2TiWO6,A2,0.486035277506491,-0.36115321198585904,0.0,1.3353919285907168,1.6965451405765757,1.013964722493509,False,0.6651895461098019,0.962383276991368
Sr2RuSnO6,Sr2SnRuO6,A2,0.4852403001684187,-0.3493347799581169,0.0,1.3531816483978223,1.7025164283559393,1.0147596998315813,False,0.47398831323777707,0.5166398614584956
Sr2RuSbO6,Sr2SbRuO6,A2,0.46400298651555544,-0.3713771843804564,0.0,1.3200655017420275,1.691442686122484,1.0359970134844445,False,0.44664044498784744,0.49883295007034195
Sr2CoRhO6,Sr2CoRhO6,A2,0.4448245129091521,-0.40322831728749753,0.0,1.2962412766318994,1.699469593919397,1.0551754870908479,False,0.4256723841760923,0.46575314392849826
Sr2RuRhO6,Sr2RuRhO6,A2,0.4444856981341704,-0.3893421689094082,0.0,1.3085870352443476,1.697929204153756,1.0555143018658297,False,0.43602800880857284,0.5230972827222465
Sr2MnNiO6,Sr2MnNiO6,A2,0.44125730400921914,-0.4149441317568058,0.0,1.304115601395765,1.7190597331525708,1.0587426959907809,False,0.4363350982831437,0.45952234164184386
Sr2MnRhO6,Sr2MnRhO6,A2,0.4387261246445565,-0.3970441997678974,0.0,1.2926906954871837,1.6897348952550812,1.0612738753554436,False,0.4615444409573116,0.5703671688563656
Sr2RuGeO6,Sr2GeRuO6,A2,0.37421044168066586,-0.4790186611553981,0.0,1.2150445869278474,1.6940632480832456,1.125789558319334,False,0.38994086924979615,0.46993978522403457
Sr2CrRhO6,Sr2CrRhO6,A2,0.35946664380605975,-0.4917856067719798,0.0,1.2058764747949622,1.6976620815669419,1.1405333561939401,False,0.39196574143583046,0.5104004875549683
Sr2RhIrO6,Sr2IrRhO6,B,0.300875049679494,-0.5521533958202862,0.0,1.147425186927188,1.6995785827474743,1.199124950320506,False,0.30875435747544355,0.4166949858396441
Sr2CuRuO6,Sr2CuRuO6,B,0.2772542920838471,-0.5615020729561097,0.0,1.1368155465833425,1.698317619539452,1.222745707916153,True,0.26512935552173944,0.29357847436622314
Sr2NiRhO6,Sr2NiRhO6,B,0.2663131497839167,-0.5859210289526318,0.0,1.1128915405417381,1.6988125694943699,1.2336868502160834,True,0.2719693624526124,0.3308548789784901
Sr2MoRhO6,Sr2MoRhO6,B,0.25835261662410014,-0.5839441227757882,0.0,1.1049998797034308,1.688944002479219,1.2416473833758999,True,0.3043492792051995,0.4511681148345364
Sr2RhPdO6,Sr2PdRhO6,B,0.23621891653539812,-0.6010735835952692,0.0,1.080787143497457,1.6818607270927262,1.263781083464602,True,0.21843211071853777,0.25143072897552077
Sr2CuIrO6,Sr2CuIrO6,B,0.23089486825097813,-0.6063699916468568,0.0,1.0775929995879914,1.6839629912348482,1.2691051317490218,True,0.2217958689714835,0.32249144788191464
